ss_sold_date_sk,ss_sold_time_sk,ss_item_sk,ss_customer_sk,ss_cdemo_sk,ss_hdemo_sk,ss_addr_sk,ss_store_sk,ss_promo_sk,ss_ticket_number,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_discount_amt,ss_ext_sales_price,ss_ext_wholesale_cost,ss_ext_list_price,ss_ext_tax,ss_coupon_amt,ss_net_paid,ss_net_paid_inc_tax,ss_net_profit
2451233,44872,47662,365427,961161,1254,8881,144,414,2344979,26,11.42,22.15,2.43,0.00,63.18,296.92,575.90,0.63,0.00,63.18,63.81,-233.74
2451240,69737,51272,84310,1493091,1187,86542,73,32,2438943,4,84.36,226.08,119.82,297.15,479.28,337.44,904.32,14.57,297.15,182.13,196.70,-155.31
2452495,67724,2677,22543,691739,6773,49162,128,408,9808405,74,84.36,243.80,117.02,0.00,8659.48,6242.64,18041.20,519.56,0.00,8659.48,9179.04,2416.84
2451924,62008,14835,378635,1222020,6776,93509,144,86,6671806,67,47.89,88.11,79.29,0.00,5312.43,3208.63,5903.37,265.62,0.00,5312.43,5578.05,2103.80
2451221,62303,27163,181555,1465693,3910,203635,37,223,2189185,44,42.68,96.45,91.62,0.00,4031.28,1877.92,4243.80,201.56,0.00,4031.28,4232.84,2153.36
2451318,37903,58324,340734,1328002,2133,45778,32,450,2812751,61,58.31,107.29,51.49,0.00,3140.89,3556.91,6544.69,157.04,0.00,3140.89,3297.93,-416.02
2452190,37739,25811,72217,1726574,4795,230014,109,395,8508319,84,89.57,173.76,92.09,0.00,7735.56,7523.88,14595.84,386.77,0.00,7735.56,8122.33,211.68
2452228,75160,25811,384745,1494173,3627,70337,144,103,8641645,52,27.05,44.09,2.64,115.31,137.28,1406.60,2292.68,1.53,115.31,21.97,23.50,-1384.63
2452182,40014,54877,405950,1576011,5447,220417,62,397,8478657,30,11.42,12.56,3.39,0.00,101.70,342.60,376.80,4.06,0.00,101.70,105.76,-240.90
2451426,61313,60818,337842,163899,1329,297745,22,315,3583950,32,58.31,58.31,58.31,0.00,1865.92,1865.92,1865.92,111.95,0.00,1865.92,1977.87,0.00
2451981,45466,51273,125110,97195,3952,6960,98,493,6903468,31,58.31,137.61,59.17,0.00,1834.27,1807.61,4265.91,165.08,0.00,1834.27,1999.35,26.66
2452088,46463,22769,135936,1098572,1170,33458,106,221,7784663,64,11.42,24.55,13.01,24.97,832.64,730.88,1571.20,8.07,24.97,807.67,815.74,76.79
2451147,61765,27098,404963,952188,624,128312,144,317,1781770,68,11.42,22.15,8.19,0.00,556.92,776.56,1506.20,38.98,0.00,556.92,595.90,-219.64
2451907,32155,5075,299775,729559,4977,45845,55,17,6566603,81,32.26,89.68,9.86,0.00,798.66,2613.06,7264.08,63.89,0.00,798.66,862.55,-1814.40
2452115,62234,34049,108928,214799,4047,47894,67,403,8089640,30,11.42,24.55,11.78,318.06,353.40,342.60,736.50,2.82,318.06,35.34,38.16,-307.26
2451150,52875,27472,448326,1258141,1531,177964,144,12,1805570,29,21.84,51.54,32.98,325.18,956.42,633.36,1494.66,25.24,325.18,631.24,656.48,-2.12
2452839,43398,14835,166237,1176255,0,104039,94,330,11700035,25,1.00,1.84,1.65,0.00,41.25,25.00,46.00,2.06,0.00,41.25,43.31,16.25
2452025,66109,16893,575302,1451165,4068,118689,144,246,7198710,22,94.78,273.91,260.21,0.00,5724.62,2085.16,6026.02,457.96,0.00,5724.62,6182.58,3639.46
2452691,53326,4962,132787,131284,1527,22476,144,225,11137942,35,84.36,172.93,136.61,0.00,4781.35,2952.60,6052.55,0.00,0.00,4781.35,4781.35,1828.75
2452178,71383,25811,16482,650813,7054,175605,52,357,8463681,38,11.42,24.55,11.78,0.00,447.64,433.96,932.90,13.42,0.00,447.64,461.06,13.68
2451561,36958,19751,187959,1822411,1537,73352,67,210,4063246,22,58.31,144.02,31.68,0.00,696.96,1282.82,3168.44,20.90,0.00,696.96,717.86,-585.86
2451871,48732,53791,147135,1784192,59,332884,80,278,6123002,43,47.89,123.07,123.07,0.00,5292.01,2059.27,5292.01,0.00,0.00,5292.01,5292.01,3232.74
2451868,37721,53791,164065,1427455,3895,302381,144,430,6087659,78,84.36,181.37,125.14,0.00,9760.92,6580.08,14146.86,0.00,0.00,9760.92,9760.92,3180.84
2451380,30965,20036,640797,1739851,1810,35102,144,355,3164745,61,63.52,123.22,45.59,0.00,2780.99,3874.72,7516.42,250.28,0.00,2780.99,3031.27,-1093.73
2452386,66492,53646,42970,1503220,968,130507,144,391,9207597,72,84.36,119.79,38.33,0.00,2759.76,6073.92,8624.88,27.59,0.00,2759.76,2787.35,-3314.16
2451248,74454,26647,30738,443212,7138,53255,94,228,2537726,96,21.84,31.01,14.88,0.00,1428.48,2096.64,2976.96,14.28,0.00,1428.48,1442.76,-668.16
2452128,70450,54877,107359,771309,2867,19702,121,313,8225820,14,11.42,23.41,7.49,0.00,104.86,159.88,327.74,0.00,0.00,104.86,104.86,-55.02
2451418,63317,19750,186647,1458445,537,78526,128,115,3501684,37,6.21,7.51,3.60,33.30,133.20,229.77,277.87,2.99,33.30,99.90,102.89,-129.87
2451221,73723,21694,427066,1573731,1092,349014,55,381,2197137,5,1.00,2.15,1.82,6.09,9.10,5.00,10.75,0.09,6.09,3.01,3.10,-1.99
2452585,39014,30463,281933,410462,4960,5512,144,125,10594555,22,42.68,69.56,51.47,317.05,1132.34,938.96,1530.32,8.15,317.05,815.29,823.44,-123.67
2452015,34752,23863,,,,,144,341,7135514,62,27.05,,,,,1677.10,3957.46,0.00,,,,1053.38
2451241,66908,11614,135319,1026091,5391,43986,7,515,2447835,90,21.84,51.54,16.49,0.00,1484.10,1965.60,4638.60,0.00,0.00,1484.10,1484.10,-481.50
2451220,35607,45974,419084,1262939,4708,229687,144,209,2183695,24,6.21,12.04,1.32,0.00,31.68,149.04,288.96,2.21,0.00,31.68,33.89,-117.36
2451143,52252,53791,400214,1307597,3891,152588,8,198,1749049,54,42.68,105.41,61.13,0.00,3301.02,2304.72,5692.14,297.09,0.00,3301.02,3598.11,996.30
2452878,54594,42637,591651,684421,1529,65519,80,85,11972924,13,11.42,22.15,3.54,0.00,46.02,148.46,287.95,4.14,0.00,46.02,50.16,-102.44
2450992,64181,19750,138859,1658982,3109,9888,94,111,1106448,73,6.21,6.83,5.05,0.00,368.65,453.33,498.59,18.43,0.00,368.65,387.08,-84.68
2452571,66187,30463,366329,1887947,1111,241584,144,307,10524011,100,32.26,79.68,29.48,0.00,2948.00,3226.00,7968.00,235.84,0.00,2948.00,3183.84,-278.00
2451204,68639,60818,432336,135302,5508,143109,32,347,2040300,2,21.84,40.18,19.28,0.00,38.56,43.68,80.36,3.08,0.00,38.56,41.64,-5.12
2451835,56901,22769,363855,1306379,1112,209100,8,333,5749236,92,42.68,118.65,106.78,3929.50,9823.76,3926.56,10915.80,0.00,3929.50,5894.26,5894.26,1967.70
2452391,34946,11739,243237,1495769,4213,117631,128,455,9221722,11,21.84,51.54,11.33,0.00,124.63,240.24,566.94,3.73,0.00,124.63,128.36,-115.61
2452841,36188,57057,481890,396121,5792,8990,98,256,11717409,96,42.68,82.79,13.24,444.86,1271.04,4097.28,7947.84,41.30,444.86,826.18,867.48,-3271.10
2451980,37364,13981,679516,367490,4858,170222,128,227,6892132,52,94.78,273.91,216.38,0.00,11251.76,4928.56,14243.32,450.07,0.00,11251.76,11701.83,6323.20
2452140,69026,18913,213869,1487038,6240,70614,34,475,8325571,78,21.84,21.84,10.48,400.54,817.44,1703.52,1703.52,37.52,400.54,416.90,454.42,-1286.62
2451573,57391,53791,98952,1367310,2900,11004,116,215,4138438,97,84.36,155.22,107.10,0.00,10388.70,8182.92,15056.34,0.00,0.00,10388.70,10388.70,2205.78
2451316,30712,4465,259378,1063629,5847,160127,144,453,2803840,66,84.36,110.51,58.57,0.00,3865.62,5567.76,7293.66,231.93,0.00,3865.62,4097.55,-1702.14
2452057,38964,13981,593340,1485640,329,234966,50,219,7439646,19,21.84,40.18,12.85,0.00,244.15,414.96,763.42,4.88,0.00,244.15,249.03,-170.81
2451390,68964,32161,67066,155012,4254,169105,56,78,3234778,2,58.31,125.36,86.49,0.00,172.98,116.62,250.72,0.00,0.00,172.98,172.98,56.36
2450879,73263,54877,224433,1783697,835,90471,106,246,476415,22,58.31,76.38,0.00,0.00,0.00,1282.82,1680.36,0.00,0.00,0.00,0.00,-1282.82
2451432,63494,20036,363457,709433,4760,111492,144,206,3629450,18,42.68,87.49,41.99,574.42,755.82,768.24,1574.82,1.81,574.42,181.40,183.21,-586.84
,,42529,287904,1462573,,,86,,1221091,58,1.00,2.05,0.98,,56.84,58.00,118.90,3.97,,,,-1.16
2450984,52089,26647,384911,687091,6294,200027,144,132,1032023,66,53.10,75.40,12.06,0.00,795.96,3504.60,4976.40,31.83,0.00,795.96,827.79,-2708.64
2452600,50190,58747,7788,1602899,1788,289777,144,324,10650314,27,42.68,100.72,0.00,0.00,0.00,1152.36,2719.44,0.00,0.00,0.00,0.00,-1152.36
2452561,65959,28987,637623,1496288,353,50678,144,42,10434759,54,11.42,23.41,16.15,0.00,872.10,616.68,1264.14,26.16,0.00,872.10,898.26,255.42
2450853,,4063,,639279,3840,309605,,,334661,18,,,,0.00,352.80,299.34,392.04,,0.00,,370.44,
2451985,50824,14835,606225,1230004,1218,8849,144,52,6932845,37,42.68,82.79,43.87,0.00,1623.19,1579.16,3063.23,97.39,0.00,1623.19,1720.58,44.03
2451160,50585,25810,261703,1467318,92,159145,94,378,1885951,53,58.31,168.51,80.88,0.00,4286.64,3090.43,8931.03,257.19,0.00,4286.64,4543.83,1196.21
2452514,75222,14835,743066,754411,6353,142706,144,56,9995879,48,11.42,14.96,8.67,0.00,416.16,548.16,718.08,29.13,0.00,416.16,445.29,-132.00
2452501,57530,4773,151557,1896620,6356,65207,144,75,9863168,2,79.15,145.63,115.04,0.00,230.08,158.30,291.26,2.30,0.00,230.08,232.38,71.78
2451225,62194,22768,70752,1200042,3609,41006,86,112,2240801,58,42.68,73.83,19.93,0.00,1155.94,2475.44,4282.14,23.11,0.00,1155.94,1179.05,-1319.50
2450891,37473,13981,648160,1220031,33,290319,122,486,530759,35,89.57,221.23,163.71,0.00,5729.85,3134.95,7743.05,0.00,0.00,5729.85,5729.85,2594.90
2451884,40663,41204,394191,778472,331,243716,22,199,6286025,19,58.31,162.10,128.05,243.29,2432.95,1107.89,3079.90,153.27,243.29,2189.66,2342.93,1081.77
2451226,55250,14834,492183,670141,1002,34182,144,278,2251573,79,89.57,230.19,73.66,0.00,5819.14,7076.03,18185.01,0.00,0.00,5819.14,5819.14,-1256.89
2451009,62166,24784,764937,1728582,712,219647,67,422,1214608,93,11.42,31.74,23.48,611.41,2183.64,1062.06,2951.82,47.16,611.41,1572.23,1619.39,510.17
2450828,49701,54902,65662,135708,581,9650,94,125,121840,48,27.05,38.41,8.45,0.00,405.60,1298.40,1843.68,8.11,0.00,405.60,413.71,-892.80
2452104,49939,39109,179956,1850951,5152,37110,144,439,7964926,73,11.42,31.74,15.23,0.00,1111.79,833.66,2317.02,44.47,0.00,1111.79,1156.26,278.13
2451259,53683,60818,667130,1155821,268,34211,116,371,2627901,54,100.00,121.00,108.90,0.00,5880.60,5400.00,6534.00,176.41,0.00,5880.60,6057.01,480.60
2451229,44329,800,274685,695015,1833,72367,86,289,2290522,1,47.89,47.89,37.83,0.00,37.83,47.89,47.89,3.02,0.00,37.83,40.85,-10.06
2451422,65148,25810,396418,695751,1300,222010,144,334,3543793,16,32.26,52.58,19.45,0.00,311.20,516.16,841.28,12.44,0.00,311.20,323.64,-204.96
2452127,68412,41213,482969,1452003,38,345393,144,406,8218412,31,89.57,211.38,78.21,0.00,2424.51,2776.67,6552.78,193.96,0.00,2424.51,2618.47,-352.16
2452596,48238,60819,389111,1177391,5212,105568,121,504,10638500,53,1.00,1.10,1.10,0.00,58.30,53.00,58.30,2.91,0.00,58.30,61.21,5.30
2452703,40924,26647,202666,1766301,1069,52180,8,292,11236858,18,27.05,66.81,7.34,0.00,132.12,486.90,1202.58,1.32,0.00,132.12,133.44,-354.78
2451924,34087,53791,191301,750032,1487,320514,144,382,6672282,51,47.89,92.90,73.39,0.00,3742.89,2442.39,4737.90,187.14,0.00,3742.89,3930.03,1300.50
2451617,62019,13865,245783,398681,5987,148356,128,450,4376404,81,100.00,194.00,164.90,0.00,13356.90,8100.00,15714.00,667.84,0.00,13356.90,14024.74,5256.90
2451422,61211,54877,728642,1581229,693,121668,106,89,3547070,65,84.36,199.08,137.36,0.00,8928.40,5483.40,12940.20,357.13,0.00,8928.40,9285.53,3445.00
2451032,48580,19750,108329,1238289,3947,217102,91,419,1370240,78,16.63,48.06,45.65,0.00,3560.70,1297.14,3748.68,320.46,0.00,3560.70,3881.16,2263.56
2452278,40749,54877,521011,1309727,3889,332250,109,199,8806905,86,16.63,32.26,11.93,0.00,1025.98,1430.18,2774.36,10.25,0.00,1025.98,1036.23,-404.20
2451846,38457,19751,444490,1306161,1447,212056,7,201,5865123,73,42.68,91.76,20.18,0.00,1473.14,3115.64,6698.48,88.38,0.00,1473.14,1561.52,-1642.50
2451929,41556,14835,97496,1675201,500,61383,144,221,6681155,79,58.31,137.61,137.61,0.00,10871.19,4606.49,10871.19,978.40,0.00,10871.19,11849.59,6264.70
2452513,32708,30463,102462,1495361,748,216237,144,334,9992451,47,47.89,62.73,56.45,0.00,2653.15,2250.83,2948.31,53.06,0.00,2653.15,2706.21,402.32
2452472,48010,30463,573064,321613,353,128655,50,239,9639249,44,32.26,59.35,31.45,0.00,1383.80,1419.44,2611.40,27.67,0.00,1383.80,1411.47,-35.64
2451233,42340,54907,357906,562421,3714,19455,98,308,2345673,4,58.31,113.12,36.19,0.00,144.76,233.24,452.48,0.00,0.00,144.76,144.76,-88.48
2452502,35400,23322,610504,93655,1196,13608,7,68,9881413,98,21.84,21.84,21.84,0.00,2140.32,2140.32,2140.32,0.00,0.00,2140.32,2140.32,0.00
2450874,43136,27340,61306,1556261,4310,36464,22,179,453618,76,53.10,64.25,44.33,0.00,3369.08,4035.60,4883.00,33.69,0.00,3369.08,3402.77,-666.52
2451631,37542,13934,713298,551570,6347,142935,104,31,4403176,27,1.00,1.00,0.27,0.00,7.29,27.00,27.00,0.65,0.00,7.29,7.94,-19.71
2451766,46693,20036,253814,570465,336,292798,121,251,5135627,59,11.42,34.26,30.83,0.00,1818.97,673.78,2021.34,109.13,0.00,1818.97,1928.10,1145.19
2450893,65827,12944,179309,752592,610,62724,109,291,540395,79,21.84,28.61,19.74,483.43,1559.46,1725.36,2260.19,86.08,483.43,1076.03,1162.11,-649.33
2451000,51376,2026,465675,1261475,1522,220571,112,41,1155341,39,27.05,32.73,15.71,0.00,612.69,1054.95,1276.47,24.50,0.00,612.69,637.19,-442.26
2451565,61817,47771,706226,1187803,1900,190288,91,284,4086921,58,27.05,66.81,24.71,0.00,1433.18,1568.90,3874.98,100.32,0.00,1433.18,1533.50,-135.72
2452631,36558,54877,250707,732471,1939,64649,144,487,10774967,84,21.84,28.61,19.74,1624.99,1658.16,1834.56,2403.24,0.99,1624.99,33.17,34.16,-1801.39
2451742,53032,19751,315451,603021,4447,225016,88,380,4846085,67,1.00,2.15,0.68,0.00,45.56,67.00,144.05,2.27,0.00,45.56,47.83,-21.44
2451890,62821,20036,487205,607579,94,41282,49,475,6357504,72,68.73,169.76,62.81,0.00,4522.32,4948.56,12222.72,271.33,0.00,4522.32,4793.65,-426.24
2452857,32609,26647,226876,630663,4831,203596,25,427,11825979,85,73.94,158.97,158.97,7702.09,13512.45,6284.90,13512.45,406.72,7702.09,5810.36,6217.08,-474.54
2452877,31201,49057,678072,641261,2218,250923,116,416,11969150,19,58.31,82.80,82.80,0.00,1573.20,1107.89,1573.20,0.00,0.00,1573.20,1573.20,465.31
2452418,34325,48189,245547,1570283,5372,96879,98,291,9347769,2,73.94,104.99,55.64,0.00,111.28,147.88,209.98,8.90,0.00,111.28,120.18,-36.60
2450827,57546,52436,643915,1345293,1853,128643,144,50,108002,64,100.00,131.00,0.00,0.00,0.00,6400.00,8384.00,0.00,0.00,0.00,0.00,-6400.00
2451851,67668,10727,646752,913616,4520,267125,144,117,5911829,88,11.42,26.95,18.59,0.00,1635.92,1004.96,2371.60,32.71,0.00,1635.92,1668.63,630.96
2450928,49162,25810,300937,1740893,2284,164461,122,212,643994,48,21.84,56.12,38.72,0.00,1858.56,1048.32,2693.76,92.92,0.00,1858.56,1951.48,810.24
2452647,29344,25812,695942,1577271,489,78092,91,483,10840444,6,32.26,59.35,40.95,0.00,245.70,193.56,356.10,7.37,0.00,245.70,253.07,52.14
2450849,39147,60818,85684,1524340,652,76790,144,302,296543,45,58.31,119.53,26.29,0.00,1183.05,2623.95,5378.85,106.47,0.00,1183.05,1289.52,-1440.90
2451404,35032,7123,357753,1517959,2269,105317,43,439,3370931,91,1.00,2.36,0.51,0.00,46.41,91.00,214.76,1.85,0.00,46.41,48.26,-44.59
2451433,39582,14834,185179,1267249,3613,28758,121,289,3632799,41,42.68,46.94,30.04,0.00,1231.64,1749.88,1924.54,98.53,0.00,1231.64,1330.17,-518.24
2451306,41328,44293,114479,1727100,2688,21473,144,413,2743110,70,21.84,42.36,38.12,0.00,2668.40,1528.80,2965.20,133.42,0.00,2668.40,2801.82,1139.60
2451407,67901,22096,,1016291,6349,,116,71,3396643,69,,58.31,,0.00,3821.91,,,229.31,0.00,3821.91,,
2452077,67431,10853,395834,1732478,6289,362668,104,474,7665631,47,47.89,113.02,83.63,0.00,3930.61,2250.83,5311.94,314.44,0.00,3930.61,4245.05,1679.78
2452676,50507,22770,695832,1540639,3688,126963,2,195,11018494,37,63.52,116.87,43.24,0.00,1599.88,2350.24,4324.19,47.99,0.00,1599.88,1647.87,-750.36
2450845,40106,53611,464871,700883,1088,23829,7,183,267838,98,21.84,26.42,9.77,0.00,957.46,2140.32,2589.16,76.59,0.00,957.46,1034.05,-1182.86
2452586,52191,13981,396707,1188553,1068,41966,142,127,10597452,75,42.68,82.79,9.10,191.10,682.50,3201.00,6209.25,19.65,191.10,491.40,511.05,-2709.60
2451310,64911,47275,291019,1725751,1851,212545,144,515,2767693,6,53.10,75.40,27.89,0.00,167.34,318.60,452.40,10.04,0.00,167.34,177.38,-151.26
2450951,55851,19750,536252,1457994,4433,147311,98,153,729283,14,16.63,42.73,24.78,0.00,346.92,232.82,598.22,24.28,0.00,346.92,371.20,114.10
2452103,50376,38369,208400,1821014,4650,296350,80,109,7944006,82,11.42,23.41,18.49,0.00,1516.18,936.44,1919.62,136.45,0.00,1516.18,1652.63,579.74
2450829,56546,14834,232973,103211,5216,105588,67,505,131113,47,27.05,35.43,9.56,233.64,449.32,1271.35,1665.21,2.15,233.64,215.68,217.83,-1055.67
2451343,44633,27338,271356,83502,4767,80044,67,255,2964369,93,37.47,80.56,38.66,2049.36,3595.38,3484.71,7492.08,108.22,2049.36,1546.02,1654.24,-1938.69
2452024,40936,20037,655338,1182513,127,80486,82,491,7191687,62,42.68,87.49,41.99,0.00,2603.38,2646.16,5424.38,0.00,0.00,2603.38,2603.38,-42.78
2452766,34951,51273,,,,,,245,11531632,97,11.42,,19.93,0.00,,,2148.55,57.99,0.00,,,
2452274,28920,41213,30256,784771,3942,53032,144,298,8795765,90,11.42,31.74,28.56,0.00,2570.40,1027.80,2856.60,77.11,0.00,2570.40,2647.51,1542.60
2451755,36658,15773,659002,1306292,349,295052,91,85,4995599,49,21.84,26.42,4.22,0.00,206.78,1070.16,1294.58,4.13,0.00,206.78,210.91,-863.38
2451795,33772,29065,507552,954421,4739,24100,50,134,5416763,46,11.42,34.26,34.26,0.00,1575.96,525.32,1575.96,94.55,0.00,1575.96,1670.51,1050.64
2450959,38625,25928,351959,1498071,3800,168707,34,429,798161,99,53.10,97.70,67.41,0.00,6673.59,5256.90,9672.30,600.62,0.00,6673.59,7274.21,1416.69
2451211,50226,22768,370151,661211,87,268497,144,260,2060004,65,89.57,173.76,64.29,0.00,4178.85,5822.05,11294.40,208.94,0.00,4178.85,4387.79,-1643.20
2450977,41440,57487,353512,93689,1547,100491,144,36,965570,2,84.36,243.80,192.60,0.00,385.20,168.72,487.60,23.11,0.00,385.20,408.31,216.48
2451023,73077,4717,300633,170718,1553,233379,32,516,1309565,83,6.21,12.04,3.25,0.00,269.75,515.43,999.32,0.00,0.00,269.75,269.75,-245.68
2452554,68458,48543,307067,652391,527,254778,144,440,10373245,64,21.84,63.11,30.29,0.00,1938.56,1397.76,4039.04,58.15,0.00,1938.56,1996.71,540.80
2451013,61747,14686,184974,289660,4124,204295,144,503,1246911,73,58.31,119.53,57.37,3224.76,4188.01,4256.63,8725.69,57.79,3224.76,963.25,1021.04,-3293.38
2452720,62677,14835,742660,758168,768,80926,128,487,11336513,24,27.05,55.45,8.87,0.00,212.88,649.20,1330.80,19.15,0.00,212.88,232.03,-436.32
2450819,61916,25576,247950,1193499,74,71012,144,234,46178,7,21.84,37.78,10.20,0.00,71.40,152.88,264.46,2.85,0.00,71.40,74.25,-81.48
,49722,14834,722838,,,,,282,5632256,,32.26,,,0.00,,,1983.90,,0.00,,1941.13,
2452027,34432,53287,52466,1513851,467,114992,121,105,7208130,59,11.42,22.15,16.39,792.94,967.01,673.78,1306.85,1.74,792.94,174.07,175.81,-499.71
2450950,35965,41212,322216,96083,1170,286623,62,157,715305,63,63.52,76.85,53.02,0.00,3340.26,4001.76,4841.55,233.81,0.00,3340.26,3574.07,-661.50
2452197,70904,60819,155034,1243315,2202,196826,144,495,8532070,43,27.05,75.19,51.88,0.00,2230.84,1163.15,3233.17,89.23,0.00,2230.84,2320.07,1067.69
2451640,46896,47113,670429,443283,7062,272785,144,450,4420152,79,1.00,2.36,1.13,47.31,89.27,79.00,186.44,2.51,47.31,41.96,44.47,-37.04
2452250,58477,30463,705778,586079,6390,111763,106,419,8715333,82,27.05,38.41,38.41,2488.19,3149.62,2218.10,3149.62,59.52,2488.19,661.43,720.95,-1556.67
2452846,37223,43855,648996,995460,340,6911,128,176,11751662,97,89.57,173.76,27.80,0.00,2696.60,8688.29,16854.72,53.93,0.00,2696.60,2750.53,-5991.69
2452443,,23863,210348,1464571,213,,,,9475361,,42.68,,,,,2304.72,6407.10,,,3715.74,3938.68,1411.02
2451740,36018,53791,218825,1265524,3887,188005,144,270,4821258,73,58.31,88.63,79.76,0.00,5822.48,4256.63,6469.99,174.67,0.00,5822.48,5997.15,1565.85
2451859,45609,40232,9031,433243,3693,32183,80,461,6001401,30,53.10,103.01,38.11,0.00,1143.30,1593.00,3090.30,102.89,0.00,1143.30,1246.19,-449.70
2452484,,20037,327141,1173023,7052,,128,,9710031,21,16.63,,15.81,,,349.23,,,,332.01,,-17.22
2451747,52126,46375,705564,745053,3892,136002,144,513,4908086,10,42.68,78.53,29.05,0.00,290.50,426.80,785.30,20.33,0.00,290.50,310.83,-136.30
2451845,45804,25811,204598,766821,1595,261525,97,72,5852844,59,94.78,94.78,70.13,0.00,4137.67,5592.02,5592.02,248.26,0.00,4137.67,4385.93,-1454.35
2452626,30718,20037,248762,770629,167,188580,22,390,10752448,51,1.00,1.73,0.64,0.00,32.64,51.00,88.23,2.61,0.00,32.64,35.25,-18.36
2451319,,52567,161010,1817589,3860,,,,2822019,,,113.12,107.46,0.00,,,678.72,,0.00,,670.55,294.90
2451898,39069,54877,468187,487868,1533,91139,144,382,6458115,26,58.31,131.78,131.78,0.00,3426.28,1516.06,3426.28,34.26,0.00,3426.28,3460.54,1910.22
2452114,48379,19919,720311,916361,1051,320058,121,472,8075015,71,58.31,82.80,43.88,0.00,3115.48,4140.01,5878.80,280.39,0.00,3115.48,3395.87,-1024.53
2452520,51501,58407,338949,43363,4097,52938,144,128,10056521,41,1.00,1.00,0.95,0.00,38.95,41.00,41.00,3.50,0.00,38.95,42.45,-2.05
2451365,54767,31372,602276,595853,1547,43743,121,460,3084156,57,21.84,26.42,18.22,0.00,1038.54,1244.88,1505.94,62.31,0.00,1038.54,1100.85,-206.34
,58337,3046,147472,1485252,,,,38,414885,,73.94,151.57,,0.00,,1922.44,,201.76,0.00,,2723.76,
2451883,70992,20036,60769,207319,2747,190328,144,491,6270869,44,100.00,152.00,72.96,577.84,3210.24,4400.00,6688.00,105.29,577.84,2632.40,2737.69,-1767.60
2450929,45512,14222,625372,1810245,1768,121794,144,205,645721,85,21.84,42.36,42.36,2268.37,3600.60,1856.40,3600.60,0.00,2268.37,1332.23,1332.23,-524.17
2452484,34526,14835,51438,1310785,5493,16987,144,205,9707685,83,1.00,1.00,0.32,0.00,26.56,83.00,83.00,1.32,0.00,26.56,27.88,-56.44
2451242,63427,35098,441370,1541162,1888,46588,43,502,2456869,72,21.84,44.77,16.56,0.00,1192.32,1572.48,3223.44,83.46,0.00,1192.32,1275.78,-380.16
2452088,43825,54195,653472,650891,689,316788,144,461,7783790,52,89.57,230.19,110.49,0.00,5745.48,4657.64,11969.88,517.09,0.00,5745.48,6262.57,1087.84
2451441,36039,25810,601050,641085,3940,60662,50,238,3654088,24,58.31,82.80,18.21,0.00,437.04,1399.44,1987.20,13.11,0.00,437.04,450.15,-962.40
2452270,65193,25811,708517,698992,3953,237058,62,40,8782592,59,94.78,104.25,50.04,501.90,2952.36,5592.02,6150.75,122.52,501.90,2450.46,2572.98,-3141.56
2452302,,25812,,1290518,4652,145756,,,8880683,1,,1.42,0.52,,,1.00,1.42,0.00,,,,-0.61
2452412,34238,54877,348843,1156087,705,150173,49,238,9315999,43,21.84,42.36,15.67,40.42,673.81,939.12,1821.48,38.00,40.42,633.39,671.39,-305.73
2451842,67780,26647,575227,182879,1295,128978,50,20,5824498,89,63.52,90.19,71.25,2726.73,6341.25,5653.28,8026.91,180.72,2726.73,3614.52,3795.24,-2038.76
,,47949,366371,112381,693,,52,,6923115,,,,,,1945.60,,,97.28,,,2042.88,
2452125,59237,20037,630722,138431,1767,35233,62,517,8202624,88,27.05,32.73,5.23,0.00,460.24,2380.40,2880.24,36.81,0.00,460.24,497.05,-1920.16
2451771,64460,4961,200755,757399,2039,61374,104,407,5186863,41,42.68,100.72,69.49,598.30,2849.09,1749.88,4129.52,112.53,598.30,2250.79,2363.32,500.91
2451034,52782,23548,293730,1570219,1913,73196,62,50,1387396,36,84.36,208.36,120.84,0.00,4350.24,3036.96,7500.96,304.51,0.00,4350.24,4654.75,1313.28
2452874,43979,32941,67379,1454501,1888,353675,144,407,11944542,62,16.63,23.61,3.77,42.07,233.74,1031.06,1463.82,3.83,42.07,191.67,195.50,-839.39
2452325,,22770,,,,,55,19,8970353,16,,,17.08,0.00,,349.44,,8.19,0.00,,,-76.16
,58919,3529,14586,1413621,1439,271547,144,267,9752341,90,,11.42,,217.00,493.20,,1027.80,0.00,217.00,,276.20,-282.70
2451020,70794,31141,592608,1504961,1893,261436,73,292,1292120,77,73.94,151.57,0.00,0.00,0.00,5693.38,11670.89,0.00,0.00,0.00,0.00,-5693.38
2451246,36645,27628,609473,1185370,2009,127920,121,410,2505232,38,42.68,100.72,90.64,619.97,3444.32,1621.84,3827.36,169.46,619.97,2824.35,2993.81,1202.51
2451782,36504,53791,684957,633769,1558,12817,144,498,5320468,89,42.68,42.68,42.68,1861.27,3798.52,3798.52,3798.52,38.74,1861.27,1937.25,1975.99,-1861.27
2452066,65510,4495,176460,1226463,1313,16414,144,102,7538469,5,16.63,23.61,12.51,0.00,62.55,83.15,118.05,0.62,0.00,62.55,63.17,-20.60
2452859,39881,41214,357024,1187933,4664,261386,7,380,11841381,63,42.68,105.41,72.73,0.00,4581.99,2688.84,6640.83,91.63,0.00,4581.99,4673.62,1893.15
